Subject Area,Workflow Name,Property Type,Property Value
Demo,wf_mp_Claims_Reports_Demo,WORKFLOWVARIABLE_$s_mp_Claims_Reports_Demo.FirstErrorMsg_ISNULL,NO
Demo,wf_mp_Claims_Reports_Demo,WORKFLOWVARIABLE_$s_mp_Claims_Reports_Demo.FirstErrorMsg_ISPERSISTENT,NO
Demo,wf_mp_Claims_Reports_Demo,WORKFLOWVARIABLE_$s_mp_Claims_Reports_Demo.FirstErrorMsg_NAME,$s_mp_Claims_Reports_Demo.FirstErrorMsg
Demo,wf_mp_Claims_Reports_Demo,WORKFLOWVARIABLE_$s_mp_Claims_Reports_Demo.FirstErrorMsg_USERDEFINED,NO
Demo,wf_mp_Claims_Reports_Demo,Parameter Filename,
Demo,wf_mp_Claims_Reports_Demo,Write Backward Compatible Workflow Log File,NO
Demo,wf_mp_Claims_Reports_Demo,Workflow Log File Name,wf_mp_Claims_Reports_Demo.log
Demo,wf_mp_Claims_Reports_Demo,Workflow Log File Directory,$PMWorkflowLogDir\
Demo,wf_mp_Claims_Reports_Demo,Save Workflow log by,By runs
Demo,wf_mp_Claims_Reports_Demo,Save workflow log for these runs,0
Demo,wf_mp_Claims_Reports_Demo,Service Name,
Demo,wf_mp_Claims_Reports_Demo,Service Timeout,0
Demo,wf_mp_Claims_Reports_Demo,Is Service Visible,NO
Demo,wf_mp_Claims_Reports_Demo,Is Service Protected,NO
Demo,wf_mp_Claims_Reports_Demo,Enable HA recovery,NO
Demo,wf_mp_Claims_Reports_Demo,Automatically recover terminated tasks,NO
Demo,wf_mp_Claims_Reports_Demo,Service Level Name,Default
Demo,wf_mp_Claims_Reports_Demo,Allow concurrent run with unique run instance name,NO
Demo,wf_mp_Claims_Reports_Demo,Allow concurrent run with same run instance name,NO
Demo,wf_mp_Claims_Reports_Demo,Maximum number of concurrent runs,0
Demo,wf_mp_Claims_Reports_Demo,Assigned Web Services Hubs,
Demo,wf_mp_Claims_Reports_Demo,Maximum number of concurrent runs per Hub,1000
Demo,wf_mp_Claims_Reports_Demo,Expected Service Time,1
