Subject Area,Mapping Name,Component Type,Component Name,Property Type,Property Value,Reusable,Unused/Unconnected Mapping
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Target Definition,Member_Diary_delta_ff,Datetime Format,A  19 mm/dd/yyyy hh24:mi:ss,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Target Definition,Member_Diary_delta_ff,Thousand Separator,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Target Definition,Member_Diary_delta_ff,Decimal Separator,.,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Definition,tstcall_trk_PREV,Datetime Format,A  19 mm/dd/yyyy hh24:mi:ss,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Definition,tstcall_trk_PREV,Decimal Separator,.,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Definition,tstcall_trk_PREV,Add Currently Processed Flat File Name Port,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Definition,tstcall_trk_PREV,Thousand Separator,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Definition,tstcall_trk_CURR,Add Currently Processed Flat File Name Port,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Definition,tstcall_trk_CURR,Decimal Separator,.,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Definition,tstcall_trk_CURR,Thousand Separator,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Definition,tstcall_trk_CURR,Datetime Format,A  19 mm/dd/yyyy hh24:mi:ss,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Expression,EXP_tstcall_trk_PREV,Tracing Level,Normal,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Expression,EXP_tstcall_trk_PREV,Description,This transformation is used to extract �??KEY_FIELD�?? and �??NONKEY_FIELD�?? Fields from the Source �??DATA�?? Column.,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Filter,FIL_tstcall_trk,Tracing Level,Normal,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Filter,FIL_tstcall_trk,Filter Condition,DTL_ACTION = 'I' OR DTL_ACTION = 'U' OR DTL_ACTION = 'D',NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Filter,FIL_tstcall_trk,Description,This transformation is used to pass only changed data (where DTL_ACTION populated with  'I' or 'U' or 'D').,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_CURR,Associated Source Definitions,tstcall_trk_CURR,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_CURR,Output is deterministic,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_CURR,Output is repeatable,Never,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_CURR,Pre SQL,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_CURR,Source Filter,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_CURR,Tracing Level,Normal,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_CURR,Post SQL,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_CURR,Sql Query,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_CURR,Number Of Sorted Ports,0,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_CURR,User Defined Join,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_CURR,Select Distinct,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_CURR,Description,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Expression,EXP_tstcall_trk_CURR,Tracing Level,Normal,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Expression,EXP_tstcall_trk_CURR,Description,This transformation is used to extract �??KEY_FIELD�?? and �??NONKEY_FIELD�?? Fields from the Source �??DATA�?? Column.,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_PREV,Associated Source Definitions,tstcall_trk_PREV,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_PREV,User Defined Join,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_PREV,Output is deterministic,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_PREV,Output is repeatable,Never,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_PREV,Pre SQL,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_PREV,Post SQL,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_PREV,Tracing Level,Normal,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_PREV,Sql Query,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_PREV,Select Distinct,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_PREV,Number Of Sorted Ports,0,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_PREV,Source Filter,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_PREV,Description,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Sorter,SRT_tstcall_trk_PREV,Sorter Cache Size,Auto,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Sorter,SRT_tstcall_trk_PREV,Null Treated Low,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Sorter,SRT_tstcall_trk_PREV,Tracing Level,Normal,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Sorter,SRT_tstcall_trk_PREV,Distinct,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Sorter,SRT_tstcall_trk_PREV,Transformation Scope,All Input,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Sorter,SRT_tstcall_trk_PREV,Case Sensitive,YES,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Sorter,SRT_tstcall_trk_PREV,Work Directory,$PMTempDir,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Sorter,SRT_tstcall_trk_PREV,Description,This transformation will be used post Expression transformation to sort based on 'KEY_FIELD' to provide sorted data to Joiner transformation.,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Sorter,SRT_tstcall_trk_CURR,Transformation Scope,All Input,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Sorter,SRT_tstcall_trk_CURR,Work Directory,$PMTempDir,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Sorter,SRT_tstcall_trk_CURR,Distinct,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Sorter,SRT_tstcall_trk_CURR,Tracing Level,Normal,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Sorter,SRT_tstcall_trk_CURR,Null Treated Low,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Sorter,SRT_tstcall_trk_CURR,Sorter Cache Size,Auto,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Sorter,SRT_tstcall_trk_CURR,Case Sensitive,YES,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Sorter,SRT_tstcall_trk_CURR,Description,This transformation will be used post Expression transformation to sort based on 'KEY_FIELD' to provide sorted data to Joiner transformation.,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Expression,EXP_tstcall_trk,Tracing Level,Normal,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Expression,EXP_tstcall_trk,Description,This transformation compares the �??KEY_FIELD�?? and �??NONKEY_FIELD�?? fields of the two Source files. The �??NONKEY_FIELD�?? attributes of the two files have been compared using MD5.If any data mismatch found between the files DTL_ACTION is populated with �??I�?? or �??U�?? or �??D�?? as per nature of the mismatch.,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Source Type,Database,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Lookup table name,arc_tstcall_trk,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Lookup cache directory name,$PMCacheDir,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Lookup caching enabled,YES,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Dynamic Lookup Cache,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Lookup Index Cache Size,Auto,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Recache if Stale,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Synchronize Dynamic Cache,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Lookup cache initialize,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Connection Information,$Source,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Update Else Insert,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Subsecond Precision,6,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Insert Else Update,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Lookup Sql Override,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Lookup Data Cache Size,Auto,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Cache File Name Prefix,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Thousand Separator,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Lookup source is static,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Re-cache from lookup source,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Null ordering,Null Is Highest Value,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Update Dynamic Cache Condition,TRUE,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Tracing Level,Normal,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Decimal Separator,.,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Lookup policy on multiple match,Use Any Value,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Sorted Input,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Pre-build lookup cache,Auto,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Lookup Source Filter,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Case Sensitive String Comparison,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Lookup cache persistent,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Output Old Value On Update,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Datetime Format,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Lookup condition,calr_id = i_calr_id AND call_dt = i_call_dt,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Unconnected Lookup,LKP_arc_tstcall_trk,Description,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Joiner,JNR_tstcall_trk,Master Sort Order,Auto,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Joiner,JNR_tstcall_trk,Join Type,Full Outer Join,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Joiner,JNR_tstcall_trk,Null ordering in master,Null Is Highest Value,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Joiner,JNR_tstcall_trk,Transformation Scope,All Input,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Joiner,JNR_tstcall_trk,Null ordering in detail,Null Is Highest Value,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Joiner,JNR_tstcall_trk,Cache Directory,$PMCacheDir,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Joiner,JNR_tstcall_trk,Sorted Input,YES,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Joiner,JNR_tstcall_trk,Joiner Data Cache Size,Auto,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Joiner,JNR_tstcall_trk,Tracing Level,Normal,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Joiner,JNR_tstcall_trk,Case Sensitive String Comparison,YES,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Joiner,JNR_tstcall_trk,Joiner Index Cache Size,Auto,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Joiner,JNR_tstcall_trk,Join Condition,KEY_FIELD_CURR = KEY_FIELD_PREV,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Joiner,JNR_tstcall_trk,Description,This transformation is used to apply Full Outer Join on Two source files(Previous and Current) based on the KEY_FIELD.,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Target Definition,Member_Diary_Active_ff,Datetime Format,A  19 mm/dd/yyyy hh24:mi:ss,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Target Definition,Member_Diary_Active_ff,Thousand Separator,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Target Definition,Member_Diary_Active_ff,Decimal Separator,.,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,Associated Source Definitions,"tstcall_trk,tstcall_trk_txt",NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,Number Of Sorted Ports,0,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,Select Distinct,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,Pre SQL,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,Source Filter,$$SQ_FILTER,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,Sql Query,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,Tracing Level,Normal,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,Post SQL,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,Output is repeatable,Never,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,User Defined Join,$$SQ_JOIN,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,Output is deterministic,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,Description,"This Source Qualifier gets records from source tables tstcall_trk and tstcall_trk_txt. Records from both these tables are joined by the user defined joining condition based on calr_id. Also, Source filter is applied to select reuse the mapping for Delta and Recon.",NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,Tracing Level,Normal,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,Description,This transformation removes Carriage Return character from call_trk_txt column of tstcall_trk_txt table. Rest of the ports are passthrough.,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Target Definition,Member_Conditions_ff,Datetime Format,A  19 mm/dd/yyyy hh24:mi:ss,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Target Definition,Member_Conditions_ff,Thousand Separator,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Target Definition,Member_Conditions_ff,Decimal Separator,.,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Expression,exp_Member_Conditions_Active,Tracing Level,Normal,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Expression,exp_Member_Conditions_Active,Description,This transformation is passthrough. ,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Aggregator,agg_Duplicate_Removal,Aggregator Index Cache Size,Auto,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Aggregator,agg_Duplicate_Removal,Sorted Input,YES,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Aggregator,agg_Duplicate_Removal,Aggregator Data Cache Size,Auto,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Aggregator,agg_Duplicate_Removal,Tracing Level,Normal,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Aggregator,agg_Duplicate_Removal,Transformation Scope,All Input,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Aggregator,agg_Duplicate_Removal,Cache Directory,$PMCacheDir,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Aggregator,agg_Duplicate_Removal,Description,"This aggregator groups records by cust_1_id, strtrak_char_val_cd (feed's key combination) and passes the last record. The last record is evetually the latest web_updt_dt from tstcust_addl table.",NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Expression,exp_tststrtrak_cd,Tracing Level,Normal,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Expression,exp_tststrtrak_cd,Description,This expression is passthrough,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Source Qualifier,SQ_tststrtrak_cd,Associated Source Definitions,"tststrtrak_cd,tcodedecode,tstapl",NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Source Qualifier,SQ_tststrtrak_cd,User Defined Join,$$SQ_JOIN,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Source Qualifier,SQ_tststrtrak_cd,Select Distinct,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Source Qualifier,SQ_tststrtrak_cd,Output is repeatable,Never,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Source Qualifier,SQ_tststrtrak_cd,Post SQL,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Source Qualifier,SQ_tststrtrak_cd,Output is deterministic,NO,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Source Qualifier,SQ_tststrtrak_cd,Sql Query,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Source Qualifier,SQ_tststrtrak_cd,Tracing Level,Normal,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Source Qualifier,SQ_tststrtrak_cd,Pre SQL,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Source Qualifier,SQ_tststrtrak_cd,Number Of Sorted Ports,5,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Source Qualifier,SQ_tststrtrak_cd,Source Filter,$$SQ_FILTER,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Active_One_Time_Extraction,Source Qualifier,SQ_tststrtrak_cd,Description,This Source Qualifier gets records from source table tststrtrak_cd.,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Delta_Data_Extraction,Target Definition,Member_Conditions_delta_ff,Datetime Format,A  19 mm/dd/yyyy hh24:mi:ss,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Delta_Data_Extraction,Target Definition,Member_Conditions_delta_ff,Thousand Separator,,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Delta_Data_Extraction,Target Definition,Member_Conditions_delta_ff,Decimal Separator,.,NO,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Conditions_Delta_Data_Extraction,Source Definition,tststrtrak_cd_PREV,Datetime Format,A  19 mm/dd/yyyy hh24:mi:ss,NO,NO
